especie;altura estipite;altura total;tipologia;ug;barrio;distrito;Elemento;fecha  plantacion;marras;x;y;Crecimiento medio (m);media del est°pte (m);Altura media ambiente urbano (m);Varianza altura (m);varianza est°pite (m);desviacion estandar;CV
Phoenix dactylifera;8;10;Plaza o Jard°n;CL PLAZA NUEVA;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234751.7;4142229.85;;;;;;;
Phoenix dactylifera;8;11;Plaza o Jard°n;CL PLAZA NUEVA;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234749.62;4142171.5;;;;;;;
Phoenix dactylifera;8;10;Plaza o Jard°n;CL PLAZA NUEVA;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234771.61;4142167.03;;;;;;;
Phoenix dactylifera;18;21;Plaza o Jard°n;CL PLAZA NUEVA;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234747.03;4142213.54;;;;;;;
Phoenix dactylifera;10;12;Plaza o Jard°n;CL PLAZA NUEVA;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234775.29;4142231.32;;;;;;;
Phoenix dactylifera;11;14;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234558.14;4141681.07;;;;;;;
Phoenix dactylifera;9;12;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234383.88;4141887.61;;;;;;;
Phoenix dactylifera;7;10;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234361.78;4141914.61;;;;;;;
Phoenix dactylifera;15;18;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234454.3;4141805.33;;;;;;;
Phoenix dactylifera;11;14;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234532.92;4141712.68;;;;;;;
Phoenix dactylifera;9;12;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234366.17;4141909.32;;;;;;;
Phoenix dactylifera;7;9;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234393.76;4141881.26;;;;;;;
Phoenix dactylifera;8;11;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234348.67;4141930.39;;;;;;;
Phoenix dactylifera;11;14;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234490.89;4141767.02;;;;;;;
Phoenix dactylifera;14;17;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234469.36;4141792.27;;;;;;;
Phoenix dactylifera;8;11;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234338.08;4141942.87;;;;;;;
Phoenix dactylifera;12;15;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234656.91;4141566.15;;;;;;;
Phoenix dactylifera;9;12;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234416.14;4141856.42;;;;;;;
Phoenix dactylifera;8;11;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234358.07;4141919.27;;;;;;;
Phoenix dactylifera;9;12;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234400.63;4141872.42;;;;;;;
Phoenix dactylifera;9;12;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234495.09;4141758.63;;;;;;;
Phoenix dactylifera;9;12;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234418.24;4141847.74;;;;;;;
Phoenix dactylifera;0.5;4;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234392.64;4141879.55;;;;;;;
Phoenix dactylifera;4;6;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";"11/16/2018
12:00:00 AM";;234583.26;4141658.45;;;;;;;
Phoenix dactylifera;4;6;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";"11/16/2018
12:00:00 AM";;234443.41;4141818.78;;;;;;;
Phoenix dactylifera;8;11;Plaza o Jard°n;Bajos de Contadero;SANTA CRUZ;Casco Antiguo;"Palmera Zona
Verde";;;234666.66;4141545.14;;;;;;;
Phoenix dactylifera;4;6;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234375.01;4141898.7;;;;;;;
Phoenix dactylifera;8;11;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234345.81;4141934.18;;;;;;;
Phoenix dactylifera;8;11;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234370.48;4141903.85;;;;;;;
Phoenix dactylifera;8.5;22;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234572.56;4141675.73;;;;;;;
Phoenix dactylifera;2;5;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234406.05;4141868.55;;;;;;;
Phoenix dactylifera;8;11;Plaza o Jard°n;Bajos de Contadero;SANTA CRUZ;Casco Antiguo;"Palmera Zona
Verde";;;234676.27;4141533.61;;;;;;;
Phoenix dactylifera;8;11;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234606.51;4141629.06;;;;;;;
Phoenix dactylifera;14;17;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234447.11;4141814.25;;;;;;;
Phoenix dactylifera;6;8;Parque Periurbano;Parque San Jer¢nimo I y II;SAN JERONIMO;Norte;"Palmera Zona
Verde";;;235608.34;4145874.14;;;;;;;
Phoenix dactylifera;6;7.5;Parque Periurbano;Parque San Jer¢nimo I y II;SAN JERONIMO;Norte;"Palmera Zona
Verde";;;235601.95;4145872.68;;;;;;;
Phoenix dactylifera;8;11;Parque Periurbano;Parque San Jer¢nimo I y II;SAN JERONIMO;Norte;"Palmera Zona
Verde";;;235606.77;4145887.83;;;;;;;
Phoenix dactylifera;10;13;Parque Periurbano;Parque San Jer¢nimo I y II;SAN JERONIMO;Norte;"Palmera Zona
Verde";;;235599.2;4145372.76;;;;;;;
Phoenix dactylifera;9;12;Parque Periurbano;Parque San Jer¢nimo I y II;SAN JERONIMO;Norte;"Palmera Zona
Verde";;;235601.72;4145385.21;;;;;;;
Phoenix dactylifera;7;10;Parque Periurbano;Parque San Jer¢nimo I y II;SAN JERONIMO;Norte;"Palmera Zona
Verde";;;235608.62;4145383.08;;;;;;;
Phoenix dactylifera;10;13;Parque Periurbano;Parque San Jer¢nimo I y II;SAN JERONIMO;Norte;"Palmera Zona
Verde";;;235530.46;4146102.56;;;;;;;
Phoenix dactylifera;9;12;Parque Periurbano;Parque San Jer¢nimo I y II;SAN JERONIMO;Norte;"Palmera Zona
Verde";;;235527.36;4146109.17;;;;;;;
Phoenix dactylifera;10;13;Parque Periurbano;Parque San Jer¢nimo I y II;SAN JERONIMO;Norte;"Palmera Zona
Verde";;;235521.17;4146106.78;;;;;;;
Phoenix dactylifera;7;10;Parque Periurbano;Parque San Jer¢nimo I y II;SAN JERONIMO;Norte;"Palmera Zona
Verde";;;235628.64;4145603.46;;;;;;;
Phoenix dactylifera;7;10;Parque Periurbano;Parque San Jer¢nimo I y II;SAN JERONIMO;Norte;"Palmera Zona
Verde";;;235599.12;4145885.49;;;;;;;
Phoenix dactylifera;10;13;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234369.48;4143977.36;;;;;;;
Phoenix dactylifera;9.5;13;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234359.22;4143991.05;;;;;;;
Phoenix dactylifera;5;7;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234370.77;4143982.77;;;;;;;
Phoenix dactylifera;5.5;8;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234401.92;4143983.28;;;;;;;
Phoenix dactylifera;4;6;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";"11/15/2018
12:00:00 AM";;234357.91;4143985.63;;;;;;;
Phoenix dactylifera;10;14;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234360.52;4143996.48;;;;;;;
Phoenix dactylifera;4.5;6;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234374.67;4143999;;;;;;;
Phoenix dactylifera;6;9;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234361.82;4144001.9;;;;;;;
Phoenix dactylifera;7;11;Medianas y Glorietas;Alcalde Luis Uru §uela;"PALACIO DE CONGRESOS-URBADIEZ-
ENTREPUENTES";Este-Alcosa-Torreblanca;"Palmera Zona
Verde";;;239764.78;4143774.24;;;;;;;
Phoenix dactylifera;7;11;Medianas y Glorietas;Alcalde Luis Uru §uela;"PALACIO DE CONGRESOS-URBADIEZ-
ENTREPUENTES";Este-Alcosa-Torreblanca;"Palmera Zona
Verde";;;239763.19;4143764.5;;;;;;;
Phoenix dactylifera;5;9;Medianas y Glorietas;Alcalde Luis Uru §uela;"PALACIO DE CONGRESOS-URBADIEZ-
ENTREPUENTES";Este-Alcosa-Torreblanca;"Palmera Zona
Verde";;;239758.23;4143757.79;;;;;;;
Phoenix dactylifera;9;12;Medianas y Glorietas;Alcalde Luis Uru §uela;"PALACIO DE CONGRESOS-URBADIEZ-
ENTREPUENTES";Este-Alcosa-Torreblanca;"Palmera Zona
Verde";;;239765.45;4143750.49;;;;;;;
Phoenix dactylifera;;13;Medianas y Glorietas;Acogida (La), Plaza;"PALACIO DE CONGRESOS-URBADIEZ-
ENTREPUENTES";Este-Alcosa-Torreblanca;"Palmera Zona
Verde";;Toc¢n;239760.13;4143951.42;;;;;;;
Phoenix dactylifera;5;8;Medianas y Glorietas;Acogida (La), Plaza;"PALACIO DE CONGRESOS-URBADIEZ-
ENTREPUENTES";Este-Alcosa-Torreblanca;"Palmera Zona
Verde";;;239744.03;4143924.13;;;;;;;
Phoenix dactylifera;6;9;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234431.65;4143942.06;;;;;;;
Phoenix dactylifera;3;5;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";"2/27/2020 12:00:00
AM";;234347.49;4143942.24;;;;;;;
Phoenix dactylifera;9;12;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234346.19;4143936.82;;;;;;;
Phoenix dactylifera;9;14;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234352.81;4143908.34;;;;;;;
Phoenix dactylifera;8.5;12;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234497.84;4143922;;;;;;;
Phoenix dactylifera;4;6;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";"11/15/2018
12:00:00 AM";;234356.49;4143923.28;;;;;;;
Phoenix dactylifera;9.5;13;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234498.13;4143925.67;;;;;;;
Phoenix dactylifera;8.5;12;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234343.59;4143925.97;;;;;;;
Phoenix dactylifera;4;6;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";"11/15/2018
12:00:00 AM";;234357.79;4143928.69;;;;;;;
Phoenix dactylifera;6.5;10;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234498.55;4143929.34;;;;;;;
Phoenix dactylifera;8;11;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234344.89;4143931.39;;;;;;;
Phoenix dactylifera;8;11;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234338.38;4143904.28;;;;;;;
Phoenix dactylifera;8;11;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234500.1;4143904.92;;;;;;;
Phoenix dactylifera;7;9;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234494.74;4143905.2;;;;;;;
Phoenix dactylifera;8.5;12;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234353.74;4143913.41;;;;;;;
Phoenix dactylifera;9;12;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234339.7;4143910.49;;;;;;;
Phoenix dactylifera;8;12;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234331.86;4143877.16;;;;;;;
Phoenix dactylifera;8.5;13;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234348.11;4143890.9;;;;;;;
Phoenix dactylifera;8.5;13;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234351.13;4143902.12;;;;;;;
Phoenix dactylifera;4.5;6;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234337.07;4143898.85;;;;;;;
Phoenix dactylifera;6;9;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234503.63;4143910.43;;;;;;;
Phoenix dactylifera;5;7;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";"11/15/2018
12:00:00 AM";;234340.98;4143915.12;;;;;;;
Phoenix dactylifera;2;5;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234267.37;4143916.66;;;;;;;
Phoenix dactylifera;9;13;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234356.78;4143979.96;;;;;;;
Phoenix dactylifera;7.5;9;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234412.08;4143962.58;;;;;;;
Phoenix dactylifera;3;5;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";"2/28/2020 12:00:00
AM";;234361.68;4143944.91;;;;;;;
Phoenix dactylifera;9.5;13;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234355.31;4143974.78;;;;;;;
Phoenix dactylifera;6;10;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234392.7;4143968.41;;;;;;;
Phoenix dactylifera;9;12;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234354.01;4143969.36;;;;;;;
Phoenix dactylifera;9.5;13;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234368.18;4143971.96;;;;;;;
Phoenix dactylifera;9.5;13;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234352.7;4143963.94;;;;;;;
Phoenix dactylifera;9.5;13;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234366.88;4143966.55;;;;;;;
Phoenix dactylifera;6.5;10;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234419.98;4143967.09;;;;;;;
Phoenix dactylifera;8;11;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234362.98;4143950.32;;;;;;;
Phoenix dactylifera;4.5;6;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234365.58;4143961.14;;;;;;;
Phoenix dactylifera;6;9;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234418.48;4143948.65;;;;;;;
Phoenix dactylifera;4;7;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";"11/15/2018
12:00:00 AM";;234350.1;4143953.09;;;;;;;
Phoenix dactylifera;7;10;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234408.32;4143955.42;;;;;;;
Phoenix dactylifera;4;6;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";"11/15/2018
12:00:00 AM";;234364.28;4143955.73;;;;;;;
Phoenix dactylifera;12;13.5;Parque Urbano;"Z.V. Parque Hacienda de
San Antonio";PALMETE;Cerro-Amate;"Palmera Zona
Verde";;;241251.89;4140937.72;;;;;;;
Phoenix dactylifera;11;12;Parque Urbano;"Z.V. Parque Hacienda de
San Antonio";PALMETE;Cerro-Amate;"Palmera Zona
Verde";;;241238.85;4140938;;;;;;;
Phoenix dactylifera;5;7;Parque Urbano;"Z.V. Parque Hacienda de
San Antonio";PALMETE;Cerro-Amate;"Palmera Zona
Verde";;;241418.3;4140930.31;;;;;;;
Phoenix dactylifera;6;9;Parque Urbano;"Z.V. Parque Hacienda de
San Antonio";PALMETE;Cerro-Amate;"Palmera Zona
Verde";;;241482.47;4140926.68;;;;;;;
Phoenix dactylifera;4;7;Parque Urbano;"Z.V. Parque Hacienda de
San Antonio";PALMETE;Cerro-Amate;"Palmera Zona
Verde";;;241471.45;4140927.52;;;;;;;
Phoenix dactylifera;6;9;Parque Urbano;"Z.V. Parque Hacienda de
San Antonio";PALMETE;Cerro-Amate;"Palmera Zona
Verde";;;241458.62;4140927.94;;;;;;;
Phoenix dactylifera;5;8;Parque Urbano;"Z.V. Parque Hacienda de
San Antonio";PALMETE;Cerro-Amate;"Palmera Zona
Verde";;;241445.64;4140928.5;;;;;;;
Phoenix dactylifera;5;7;Parque Urbano;"Z.V. Parque Hacienda de
San Antonio";PALMETE;Cerro-Amate;"Palmera Zona
Verde";;;241431.97;4140930.03;;;;;;;
Phoenix dactylifera;2.5;5;Parque Urbano;"Z.V. Parque Hacienda de
San Antonio";PALMETE;Cerro-Amate;"Palmera Zona
Verde";;;241404.21;4140930.87;;;;;;;
Phoenix dactylifera;2;3;Plaza o Jard°n;"Z.V. Jard°n de la
Solidaridad";BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237175.3;4134950.87;;;;;;;
Phoenix dactylifera;6.5;8;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234430.38;4143859.62;;;;;;;
Phoenix dactylifera;7;9;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234459.6;4143867.38;;;;;;;
Phoenix dactylifera;10;13;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234436.03;4143868.93;;;;;;;
Phoenix dactylifera;9;16;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234344.36;4143875.74;;;;;;;
Phoenix dactylifera;7;10;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234449.72;4143861.59;;;;;;;
Phoenix dactylifera;6.5;8;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234431.51;4143866.25;;;;;;;
Phoenix dactylifera;5;7;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234334.47;4143888.01;;;;;;;
Phoenix dactylifera;8;11;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234335.77;4143893.43;;;;;;;
Phoenix dactylifera;5;7;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";"11/15/2018
12:00:00 AM";;234346.87;4143885.61;;;;;;;
Phoenix dactylifera;8;11;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234333.16;4143882.58;;;;;;;
Phoenix dactylifera;5;7;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234330.56;4143871.73;;;;;;;
Phoenix dactylifera;1;2;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234434.76;4143872.74;;;;;;;
Phoenix dactylifera;11;15;Parque Urbano;"TORRE
PERDIGONES,PARQUE";"DOCTOR BARRAQUER-GRUPO RENFE-
POLICLINICO";Macarena;"Palmera Zona
Verde";;;235031.14;4143872.89;;;;;;;
Phoenix dactylifera;8;10;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234438.71;4143874.58;;;;;;;
Phoenix dactylifera;8;13;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234345.53;4143880.91;;;;;;;
Phoenix dactylifera;6;9;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234271.92;4143642.97;;;;;;;
Phoenix dactylifera;15;17;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234333.73;4143828.74;;;;;;;
Phoenix dactylifera;16;18;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234322.19;4143832.51;;;;;;;
Phoenix dactylifera;14;16;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234335.99;4143839.53;;;;;;;
Phoenix dactylifera;15;17;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234324.7;4143841.54;;;;;;;
Phoenix dactylifera;6;9;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234437.3;4143855.24;;;;;;;
Phoenix dactylifera;5.5;8;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234433.35;4143855.81;;;;;;;
Phoenix dactylifera;4;7;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";"11/15/2018
12:00:00 AM";;234267.7;4143638.16;;;;;;;
Phoenix dactylifera;4;6;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234249.13;4143609.8;;;;;;;
Phoenix dactylifera;7;9;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234257.91;4143612.06;;;;;;;
Phoenix dactylifera;6;8;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234249.13;4143615.32;;;;;;;
Phoenix dactylifera;6;8;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234264.43;4143615.32;;;;;;;
Phoenix dactylifera;6;8;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234255.15;4143617.33;;;;;;;
Phoenix dactylifera;6;8;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234260.17;4143620.59;;;;;;;
Phoenix dactylifera;6;8;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234268.95;4143623.35;;;;;;;
Phoenix dactylifera;7;9;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234263.43;4143624.36;;;;;;;
Phoenix dactylifera;6;9;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234271.71;4143631.38;;;;;;;
Phoenix dactylifera;7;9;Parque Periurbano;"JARDINES DEL
GUADALQUIVIR";TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234267.02;4143631.65;;;;;;;
Phoenix dactylifera;20;23;Parque Urbano;DEL VALLE, JARDINES;"SANTA
CATALINA";Casco Antiguo;"Palmera Zona
Verde";;;235899.04;4142914.25;;;;;;;
Phoenix dactylifera;7;9;Parque Urbano;DEL VALLE, JARDINES;"SANTA
CATALINA";Casco Antiguo;"Palmera Zona
Verde";;;235894.07;4142915.37;;;;;;;
Phoenix dactylifera;19;20;Parque Urbano;"z.v. Jardines Manuel
Arellano";LOS REMEDIOS;Los Remedios;"Palmera Zona
Verde";;;234904.8;4140722.91;;;;;;;
Phoenix dactylifera;11;12;Parque Urbano;"z.v. Jardines Manuel
Arellano";LOS REMEDIOS;Los Remedios;"Palmera Zona
Verde";;;234901.86;4140723.82;;;;;;;
Phoenix dactylifera;19;20;Parque Urbano;"z.v. Jardines Manuel
Arellano";LOS REMEDIOS;Los Remedios;"Palmera Zona
Verde";;Toc¢n;234902.2;4140727.89;;;;;;;
Phoenix dactylifera;7;10;Plaza o Jard°n;"DEL DUQUE, JARDINES
PLAZA";ENCARNACION-REGINA;Casco Antiguo;"Palmera Zona
Verde";;;234788.82;4142703.81;;;;;;;
Phoenix dactylifera;11;12;Parque Urbano;"z.v. Jardines Manuel
Arellano";LOS REMEDIOS;Los Remedios;"Palmera Zona
Verde";;;234841.53;4140732.76;;;;;;;
