especie;altura estipite;altura total;tipologia;ug;barrio;distrito;Elemento;fecha  plantacion;marras;x;y;Crecimiento medio (m);media del est°pte (m);Altura media ambiente urbano (m);Varianza altura (m);varianza est°pite (m);desviacion estandar;CV
Trachycarpus fortunei;4;6;Parque Urbano;Parque Miraflores I;LAS ALMENAS;Norte;"Palmera Zona
Verde";;;237715.65;4145041.4;;;;;;;
Trachycarpus fortunei;4;5.5;Parque Urbano;Parque Miraflores I;LAS ALMENAS;Norte;"Palmera Zona
Verde";;;237707.82;4145051.18;;;;;;;
Trachycarpus fortunei;4;5;Parque Urbano;"Z.V. Parque Celestino
Mutis";POLIGONO SUR;Sur;"Palmera Zona
Verde";;;236626.37;4139381.18;;;;;;;
Trachycarpus fortunei;2.5;3.5;Parque Urbano;"Z.V. Parque Celestino
Mutis";POLIGONO SUR;Sur;"Palmera Zona
Verde";;;236626.58;4139374.23;;;;;;;
Trachycarpus fortunei;2;2.5;Parque Urbano;"URBANIZACI”N P-7 (PINO
MONTANO), PARQUE";BARRIADA PINO MONTANO;Norte;"Palmera Zona
Verde";;;237040.56;4146259.18;;;;;;;
Trachycarpus fortunei;1.5;2;Parque Urbano;"URBANIZACI”N P-7 (PINO
MONTANO), PARQUE";BARRIADA PINO MONTANO;Norte;"Palmera Zona
Verde";;;237035.7;4146267.16;;;;;;;
Trachycarpus fortunei;2;2.5;Parque Urbano;"URBANIZACI”N P-7 (PINO
MONTANO), PARQUE";BARRIADA PINO MONTANO;Norte;"Palmera Zona
Verde";;;237045.85;4146266.77;;;;;;;
Trachycarpus fortunei;3;4;Parque Urbano;"RAM”N RUBIAL (ANTIGUO
SANTA JUSTA), JARDINES";SAN JOSE OBRERO;San Pablo-Santa Justa;"Palmera Zona
Verde";;;236508.1;4142721.89;;;;;;;
Trachycarpus fortunei;3;5;Parque Urbano;"RAM”N RUBIAL (ANTIGUO
SANTA JUSTA), JARDINES";SAN JOSE OBRERO;San Pablo-Santa Justa;"Palmera Zona
Verde";;;236487.79;4142755.46;;;;;;;
Trachycarpus fortunei;3;5;Parque Urbano;"RAM”N RUBIAL (ANTIGUO
SANTA JUSTA), JARDINES";SAN JOSE OBRERO;San Pablo-Santa Justa;"Palmera Zona
Verde";;;236486.21;4142753.81;;;;;;;
Trachycarpus fortunei;2.5;4.5;Parque Urbano;"RAM”N RUBIAL (ANTIGUO
SANTA JUSTA), JARDINES";SAN JOSE OBRERO;San Pablo-Santa Justa;"Palmera Zona
Verde";;;236488.05;4142751.46;;;;;;;
Trachycarpus fortunei;2;3.5;Parque Urbano;"RAM”N RUBIAL (ANTIGUO
SANTA JUSTA), JARDINES";SAN JOSE OBRERO;San Pablo-Santa Justa;"Palmera Zona
Verde";;;236490.22;4142753.04;;;;;;;
Trachycarpus fortunei;2;3.5;Parque Urbano;"RAM”N RUBIAL (ANTIGUO
SANTA JUSTA), JARDINES";SAN JOSE OBRERO;San Pablo-Santa Justa;"Palmera Zona
Verde";;;236491.35;4142750.07;;;;;;;
Trachycarpus fortunei;3;5;Parque Urbano;"RAM”N RUBIAL (ANTIGUO
SANTA JUSTA), JARDINES";SAN JOSE OBRERO;San Pablo-Santa Justa;"Palmera Zona
Verde";;;236492.77;4142752.65;;;;;;;
Trachycarpus fortunei;2;3;Parque Urbano;"RAM”N RUBIAL (ANTIGUO
SANTA JUSTA), JARDINES";SAN JOSE OBRERO;San Pablo-Santa Justa;"Palmera Zona
Verde";;;236491.47;4142755.01;;;;;;;
Trachycarpus fortunei;2;3;Parque Urbano;"RAM”N RUBIAL (ANTIGUO
SANTA JUSTA), JARDINES";SAN JOSE OBRERO;San Pablo-Santa Justa;"Palmera Zona
Verde";;;236489.86;4142757.78;;;;;;;
Trachycarpus fortunei;2.5;3.5;Parque Urbano;"RAM”N RUBIAL (ANTIGUO
SANTA JUSTA), JARDINES";SAN JOSE OBRERO;San Pablo-Santa Justa;"Palmera Zona
Verde";;;236483.4;4142756.99;;;;;;;
Trachycarpus fortunei;2;4;Parque Periurbano;Parque San Jer¢nimo I y II;SAN JERONIMO;Norte;"Palmera Zona
Verde";;;235635.87;4145602.61;;;;;;;
Trachycarpus fortunei;2;3;Parque Periurbano;Parque San Jer¢nimo I y II;SAN JERONIMO;Norte;"Palmera Zona
Verde";;;235636.29;4145614.94;;;;;;;
Trachycarpus fortunei;5;6;Plaza o Jard°n;Bajos de Contadero;SANTA CRUZ;Casco Antiguo;"Palmera Zona
Verde";;;234681.95;4141543.58;;;;;;;
Trachycarpus fortunei;5;6;Plaza o Jard°n;Bajos de Contadero;SANTA CRUZ;Casco Antiguo;"Palmera Zona
Verde";;;234696.68;4141520.79;;;;;;;
Trachycarpus fortunei;3;4;Plaza o Jard°n;Bajos de Contadero;SANTA CRUZ;Casco Antiguo;"Palmera Zona
Verde";"11/16/2018
12:00:00 AM";;234718.9;4141495.51;;;;;;;
Trachycarpus fortunei;2;2.5;Plaza o Jard°n;"Z.V. Jardines de la Calle
Imprenta";PALMETE;Cerro-Amate;"Palmera Zona
Verde";;;240754.98;4141030.6;;;;;;;
Trachycarpus fortunei;1;1.5;Plaza o Jard°n;"Z.V. Jardines de la Calle
Imprenta";PALMETE;Cerro-Amate;"Palmera Zona
Verde";;;240752.75;4141030.41;;;;;;;
Trachycarpus fortunei;1.5;2;Plaza o Jard°n;"Z.V. Jardines de la Calle
Imprenta";PALMETE;Cerro-Amate;"Palmera Zona
Verde";;;240750.33;4141032.09;;;;;;;
Trachycarpus fortunei;1;1.5;Plaza o Jard°n;"Z.V. Jardines de la Calle
Imprenta";PALMETE;Cerro-Amate;"Palmera Zona
Verde";;;240751.84;4141037.06;;;;;;;
Trachycarpus fortunei;1;1.5;Plaza o Jard°n;"Z.V. Jardines de la Calle
Imprenta";PALMETE;Cerro-Amate;"Palmera Zona
Verde";;;240754.71;4141037.04;;;;;;;
Trachycarpus fortunei;2;2.5;Plaza o Jard°n;"Z.V. Jardines de la Calle
Imprenta";PALMETE;Cerro-Amate;"Palmera Zona
Verde";;;240756.23;4141035.59;;;;;;;
Trachycarpus fortunei;2;2.5;Plaza o Jard°n;"Z.V. Jardines de la Calle
Imprenta";PALMETE;Cerro-Amate;"Palmera Zona
Verde";;;240756.54;4141033.04;;;;;;;
Trachycarpus fortunei;6;7;Parque Periurbano;JARDIN AMERICANO;TRIANA OESTE;Triana;"Palmera Zona
Verde";;;233946.48;4143178.68;;;;;;;
Trachycarpus fortunei;4;6;Parque Periurbano;JARDIN AMERICANO;TRIANA OESTE;Triana;"Palmera Zona
Verde";;;233947.42;4143177.94;;;;;;;
Trachycarpus fortunei;6;8;Parque Periurbano;JARDIN AMERICANO;TRIANA OESTE;Triana;"Palmera Zona
Verde";;;233949.12;4143180.43;;;;;;;
Trachycarpus fortunei;4;5;Parque Periurbano;JARDIN AMERICANO;TRIANA OESTE;Triana;"Palmera Zona
Verde";;;233966.56;4143201.68;;;;;;;
Trachycarpus fortunei;4;5;Plaza o Jard°n;"DEL DUQUE, JARDINES
PLAZA";ENCARNACION-REGINA;Casco Antiguo;"Palmera Zona
Verde";"11/13/2018
12:00:00 AM";;234787.25;4142671.97;;;;;;;
Trachycarpus fortunei;4;5.5;Parque Periurbano;JARDIN AMERICANO;TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234002.94;4143276.76;;;;;;;
Trachycarpus fortunei;4;5.5;Parque Periurbano;JARDIN AMERICANO;TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234001.51;4143280.08;;;;;;;
Trachycarpus fortunei;4;5.5;Parque Periurbano;JARDIN AMERICANO;TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234004.35;4143278.75;;;;;;;
Trachycarpus fortunei;4;5;Parque Periurbano;JARDIN AMERICANO;TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234007.31;4143296.25;;;;;;;
Trachycarpus fortunei;;1.5;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235460.43;4141212.46;;;;;;;
Trachycarpus fortunei;;1.5;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235464.6;4141210.9;;;;;;;
Trachycarpus fortunei;;1.5;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235455.85;4141201.23;;;;;;;
Trachycarpus fortunei;;1.5;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235459.97;4141199.92;;;;;;;
Trachycarpus fortunei;1.5;2;Plaza o Jard°n;Muelle de Nueva York;SANTA CRUZ;Casco Antiguo;"Palmera Zona
Verde";"3/28/2019 12:00:00
AM";;234845.19;4141236.45;;;;;;;
Trachycarpus fortunei;1.5;2;Plaza o Jard°n;Muelle de Nueva York;SANTA CRUZ;Casco Antiguo;"Palmera Zona
Verde";"3/28/2019 12:00:00
AM";;234848.32;4141235.65;;;;;;;
Trachycarpus fortunei;1.5;2;Plaza o Jard°n;Muelle de Nueva York;SANTA CRUZ;Casco Antiguo;"Palmera Zona
Verde";"3/28/2019 12:00:00
AM";;234848.29;4141232.74;;;;;;;
Trachycarpus fortunei;;2;Plaza o Jard°n;"Z.V. Jardines de la Calle
Imprenta";PALMETE;Cerro-Amate;"Palmera Zona
Verde";;;240749.91;4141034.69;;;;;;;
Trachycarpus fortunei;2;3;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234394.93;4141908.29;;;;;;;
Trachycarpus fortunei;2;3;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234396.88;4141906.04;;;;;;;
Trachycarpus fortunei;2;3;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234394.72;4141906.31;;;;;;;
Trachycarpus fortunei;2;3;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234409.09;4141863.81;;;;;;;
Trachycarpus fortunei;2;3;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234410.1;4141860.46;;;;;;;
Trachycarpus fortunei;2;3;Plaza o Jard°n;Bajos de Contadero;ARENAL;Casco Antiguo;"Palmera Zona
Verde";;;234411.97;4141863.19;;;;;;;
Trachycarpus fortunei;6;9;Plaza o Jard°n;"CIUDAD DE ALDAYA,
JARDINES PLAZA";PARQUE ALCOSA-JARDINES DEL EDEN;Este-Alcosa-Torreblanca;"Palmera Zona
Verde";;;241055.24;4144225.83;;;;;;;
Trachycarpus fortunei;;6;Plaza o Jard°n;BIB RAMBLA, PLAZA;PARQUE ALCOSA-JARDINES DEL EDEN;Este-Alcosa-Torreblanca;"Palmera Zona
Verde";;;241153.1;4144010.51;;;;;;;
Trachycarpus fortunei;;4;Plaza o Jard°n;"AZAH °N, JARDINES
PLAZA";PARQUE ALCOSA-JARDINES DEL EDEN;Este-Alcosa-Torreblanca;"Palmera Zona
Verde";;;241720.08;4144296.07;;;;;;;
Trachycarpus fortunei;;0.5;Parque Periurbano;JARDIN AMERICANO;TRIANA OESTE;Triana;"Palmera Zona
Verde";;;234007.36;4143293.25;;;;;;;
Trachycarpus fortunei;0.5;1;Parque Periurbano;JARDIN AMERICANO;TRIANA OESTE;Triana;"Palmera Zona
Verde";;;233987.94;4143263.27;;;;;;;
Trachycarpus fortunei;9;12;Arbolado Viario;AV SANTA CECILIA;TRIANA OESTE;Triana;"Palmera Zona
Verde";;;233592.54;4141532.44;;;;;;;
Trachycarpus fortunei;6;8;Plaza o Jard°n;CL MAESTRO BRETON;TRIANA OESTE;Triana;"Palmera Zona
Verde";;;233596.7;4141608.56;;;;;;;
Trachycarpus fortunei;3;4;Plaza o Jard°n;Bajos de Contadero;SANTA CRUZ;Casco Antiguo;"Palmera Zona
Verde";"11/16/2018
12:00:00 AM";;234721.06;4141498.1;;;;;;;
Trachycarpus fortunei;3;4;Plaza o Jard°n;Bajos de Contadero;SANTA CRUZ;Casco Antiguo;"Palmera Zona
Verde";"11/16/2018
12:00:00 AM";;234725.38;4141492.17;;;;;;;
Trachycarpus fortunei;;6;Edificios Municipales;Cementerio San Fernando;LA BACHILLERA;Norte;"Palmera Zona
Verde";;;236070.5;4145207.52;;;;;;;
Trachycarpus fortunei;1.5;2;Sin Recepcionar;;LAS ALMENAS;Norte;"Palmera sin
recepcionar";;;237471.98;4145166.5;;;;;;;
Trachycarpus fortunei;4;5.5;"Jardiner°a Asociada a
Viario";;TRIANA OESTE;Triana;"Palmera sin
recepcionar";;;233330.65;4141943.04;;;;;;;
Trachycarpus fortunei;1.5;2;"Jardiner°a Asociada a
Viario";;ZODIACO;San Pablo-Santa Justa;"Palmera sin
recepcionar";;;237036.07;4143512.7;;;;;;;
Trachycarpus fortunei;5;7;Sin Recepcionar;;LOS ARCOS;Norte;"Palmera sin
recepcionar";;;237305.28;4144377.92;;;;;;;
Trachycarpus fortunei;5;6;Sin Recepcionar;;LOS ARCOS;Norte;"Palmera sin
recepcionar";;;237394.56;4144459.18;;;;;;;
Trachycarpus fortunei;4;5;Sin Recepcionar;;LOS ARCOS;Norte;"Palmera sin
recepcionar";;;237297.61;4144531.98;;;;;;;
Trachycarpus fortunei;4;5;Sin Recepcionar;;LOS ARCOS;Norte;"Palmera sin
recepcionar";;;237302.06;4144534.92;;;;;;;
Trachycarpus fortunei;0.5;1.5;Sin Recepcionar;;LAS ALMENAS;Norte;"Palmera sin
recepcionar";;;237454.61;4145096.83;;;;;;;
Trachycarpus fortunei;0.5;1;Sin Recepcionar;;LAS ALMENAS;Norte;"Palmera sin
recepcionar";;;237394.44;4145151.71;;;;;;;
Trachycarpus fortunei;0.5;1;Sin Recepcionar;;LAS ALMENAS;Norte;"Palmera sin
recepcionar";;;237449.07;4145192.41;;;;;;;
Trachycarpus fortunei;1;2;Sin Recepcionar;;LAS ALMENAS;Norte;"Palmera sin
recepcionar";;;237473.94;4145205.73;;;;;;;
Trachycarpus fortunei;4;6;"Jardiner°a Asociada a
Viario";;SAN JERONIMO;Norte;"Palmera sin
recepcionar";;;235758.87;4145895.85;;;;;;;
Trachycarpus fortunei;3;4;"Jardiner°a Asociada a
Viario";;SAN JERONIMO;Norte;"Palmera sin
recepcionar";;;235756.38;4145895.95;;;;;;;
Washingtonia filifera;13;17;"Jardiner°a Asociada a
Viario";AVENIDA DE EL GRECO;SAN PABLO A Y B;San Pablo-Santa Justa;Palmera Viario;;;237240.94;4142387.32;9.2;9;17.5;16.76;1033.53;4.09;0.45
Washingtonia filifera;9;7;Plaza o Jard°n;HESPERIDES;LAS HUERTAS;San Pablo-Santa Justa;Palmera Viario;;;237207.68;4143316.15;;;;;;;
Washingtonia filifera;8;10;Plaza o Jard°n;HESPERIDES;LAS HUERTAS;San Pablo-Santa Justa;Palmera Viario;;;237204.87;4143316.19;;;;;;;
Washingtonia filifera;8;10;Plaza o Jard°n;HESPERIDES;LAS HUERTAS;San Pablo-Santa Justa;Palmera Viario;;;237213.77;4143311.79;;;;;;;
Washingtonia filifera;7;9;Arbolado Viario;PUEBLO SAHARAUI;LAS HUERTAS;San Pablo-Santa Justa;Palmera Viario;;;237179.23;4143295.55;;;;;;;
Washingtonia filifera;10;12;Arbolado Viario;PUEBLO SAHARAUI;LAS HUERTAS;San Pablo-Santa Justa;Palmera Viario;;;237178.29;4143290.25;;;;;;;
Washingtonia filifera;9;11;Arbolado Viario;PUEBLO SAHARAUI;LAS HUERTAS;San Pablo-Santa Justa;Palmera Viario;;;237177.23;4143283.76;;;;;;;
Washingtonia filifera;7;9;Arbolado Viario;PUEBLO SAHARAUI;LAS HUERTAS;San Pablo-Santa Justa;Palmera Viario;;;237178.86;4143294.5;;;;;;;
Washingtonia filifera;8;10;Plaza o Jard°n;HESPERIDES;LAS HUERTAS;San Pablo-Santa Justa;Palmera Viario;;;237212.79;4143314.06;;;;;;;
Washingtonia filifera;9;13;Arbolado Viario;SOLEA (LA), AVDA;SAN PABLO A Y B;San Pablo-Santa Justa;Palmera Viario;;;237204.28;4142434.64;;;;;;;
Washingtonia filifera;12;15;"Jardiner°a Asociada a
Viario";SEGUIRILLA (LA);SAN PABLO A Y B;San Pablo-Santa Justa;Palmera Viario;;;237385.91;4142438.1;;;;;;;
Washingtonia filifera;12;15;"Jardiner°a Asociada a
Viario";AVENIDA DE EL GRECO;SAN PABLO A Y B;San Pablo-Santa Justa;Palmera Viario;;;237185.27;4142460.72;;;;;;;
Washingtonia filifera;5;6;Plaza o Jard°n;"MANZANA 67,JARDINES
PLAZA";BARRIADA PINO MONTANO;Norte;Palmera Viario;;;237270.77;4145912.02;;;;;;;
Washingtonia filifera;16;16;Arbolado Viario;TABLADILLA;TABLADILLA-LA ESTRELLA;Sur;Palmera Viario;;;235835.45;4139836.74;;;;;;;
Washingtonia filifera;10;10;Arbolado Viario;VALPARAISO;EL PORVENIR;Sur;Palmera Viario;;;235795.79;4140158.83;;;;;;;
Washingtonia filifera;13;15;Arbolado Viario;PZ LA LEGION;MUSEO;Casco Antiguo;Palmera Viario;;;234215.17;4142474.35;;;;;;;
Washingtonia filifera;13;15;Arbolado Viario;PZ LA LEGION;MUSEO;Casco Antiguo;Palmera Viario;;;234219.02;4142475.17;;;;;;;
Washingtonia filifera;13;15;Arbolado Viario;PZ LA LEGION;MUSEO;Casco Antiguo;Palmera Viario;;;234226.83;4142476.87;;;;;;;
Washingtonia filifera;13;15;Arbolado Viario;PZ LA LEGION;MUSEO;Casco Antiguo;Palmera Viario;;;234230.82;4142477.67;;;;;;;
Washingtonia filifera;13;15;Arbolado Viario;PZ LA LEGION;MUSEO;Casco Antiguo;Palmera Viario;;;234234.78;4142478.5;;;;;;;
Washingtonia filifera;13;15;Arbolado Viario;PZ LA LEGION;MUSEO;Casco Antiguo;Palmera Viario;;;234242.58;4142480.12;;;;;;;
Washingtonia filifera;13;15;Arbolado Viario;PZ LA LEGION;MUSEO;Casco Antiguo;Palmera Viario;;;234246.53;4142480.94;;;;;;;
Washingtonia filifera;8;10;Arbolado Viario;CL SANLAUREANO;SAN VICENTE;Casco Antiguo;Palmera Viario;;;234228.56;4142737.65;;;;;;;
Washingtonia filifera;13;15;Arbolado Viario;PZ LA LEGION;MUSEO;Casco Antiguo;Palmera Viario;;;234218.61;4142457.76;;;;;;;
Washingtonia filifera;13;15;Arbolado Viario;PZ LA LEGION;MUSEO;Casco Antiguo;Palmera Viario;;;234222.34;4142458.52;;;;;;;
Washingtonia filifera;13;15;Arbolado Viario;PZ LA LEGION;MUSEO;Casco Antiguo;Palmera Viario;;;234230.56;4142460.22;;;;;;;
Washingtonia filifera;13;15;Arbolado Viario;PZ LA LEGION;MUSEO;Casco Antiguo;Palmera Viario;;;234234.29;4142461;;;;;;;
Washingtonia filifera;13;15;Arbolado Viario;PZ LA LEGION;MUSEO;Casco Antiguo;Palmera Viario;;;234238.41;4142461.85;;;;;;;
Washingtonia filifera;13;15;Arbolado Viario;PZ LA LEGION;MUSEO;Casco Antiguo;Palmera Viario;;;234246.28;4142463.48;;;;;;;
Washingtonia filifera;13;15;Arbolado Viario;PZ LA LEGION;MUSEO;Casco Antiguo;Palmera Viario;;;234250.01;4142464.24;;;;;;;
Washingtonia filifera;9;13;Arbolado Viario;"Medicos sin Fronteras,
calle";COLORES-ENTREPARQUES;Este-Alcosa-Torreblanca;Palmera Viario;;;241139.63;4143283.27;;;;;;;
Washingtonia filifera;8;12;Arbolado Viario;"Medicos sin Fronteras,
calle";COLORES-ENTREPARQUES;Este-Alcosa-Torreblanca;Palmera Viario;;;241130.37;4143278.38;;;;;;;
Washingtonia filifera;6;7.5;Arbolado Viario;Flor de Azalea, Calle;COLORES-ENTREPARQUES;Este-Alcosa-Torreblanca;Palmera Viario;;;241792.28;4142476.79;;;;;;;
Washingtonia filifera;7;10;Arbolado Viario;"Medicos sin Fronteras,
calle";COLORES-ENTREPARQUES;Este-Alcosa-Torreblanca;Palmera Viario;;;241153.51;4143290.71;;;;;;;
Washingtonia filifera;8;12;Arbolado Viario;"Medicos sin Fronteras,
calle";COLORES-ENTREPARQUES;Este-Alcosa-Torreblanca;Palmera Viario;;;241116.91;4143271.31;;;;;;;
Washingtonia filifera;6;9.5;Arbolado Viario;ZAMBRA (LA);SAN PABLO A Y B;San Pablo-Santa Justa;Palmera Viario;;;237499.71;4142470.32;;;;;;;
Washingtonia filifera;6;8;;"GLORIETA FERNADO
ZOBEL-LUIS FUENTES";"PALACIO DE CONGRESOS-URBADIEZ-
ENTREPUENTES";Este-Alcosa-Torreblanca;Palmera Viario;;;239290.82;4143804.69;;;;;;;
Washingtonia filifera;9;10;Sin Recepcionar;AJIMEZ;LOS ARCOS;Norte;Palmera Viario;;;237382.38;4144476.42;;;;;;;
Washingtonia filifera;9;10;Sin Recepcionar;AJIMEZ;LOS ARCOS;Norte;Palmera Viario;;;237372.53;4144472.92;;;;;;;
Washingtonia filifera;9;10;Sin Recepcionar;AJIMEZ;LOS ARCOS;Norte;Palmera Viario;;;237392.04;4144479.8;;;;;;;
Washingtonia filifera;4;6;Arbolado Viario;Flor de Azalea, Calle;COLORES-ENTREPARQUES;Este-Alcosa-Torreblanca;Palmera Viario;;;241693.46;4142425.2;;;;;;;
Washingtonia filifera;;1;Arbolado Viario;ARMILLA;AEROPUERTO VIEJO;Norte;Palmera Viario;;;240404.04;4145819.15;;;;;;;
Washingtonia filifera;6;8;;;SANTA CLARA;San Pablo-Santa Justa;Palmera Viario;;;238605.42;4143363.42;;;;;;;
Washingtonia filifera;5.5;8;;;SANTA CLARA;San Pablo-Santa Justa;Palmera Viario;;;238608.74;4143389.78;;;;;;;
Washingtonia filifera;6;9.5;;;SANTA CLARA;San Pablo-Santa Justa;Palmera Viario;;;238609.82;4143387.93;;;;;;;
Washingtonia filifera;6;9.5;;;SANTA CLARA;San Pablo-Santa Justa;Palmera Viario;;;238610.82;4143385.82;;;;;;;
Washingtonia filifera;5;8;;;SANTA CLARA;San Pablo-Santa Justa;Palmera Viario;;;238611.72;4143384.02;;;;;;;
Washingtonia filifera;4;7;;;SANTA CLARA;San Pablo-Santa Justa;Palmera Viario;;;238612.45;4143382.03;;;;;;;
Washingtonia filifera;1;1.5;;;SANTA CLARA;San Pablo-Santa Justa;Palmera Viario;;;238613.44;4143380.1;;;;;;;
Washingtonia filifera;4;7;;;SANTA CLARA;San Pablo-Santa Justa;Palmera Viario;;;238592.31;4143400.32;;;;;;;
Washingtonia filifera;7.5;10;;;SANTA CLARA;San Pablo-Santa Justa;Palmera Viario;;;238595.16;4143401.11;;;;;;;
Washingtonia filifera;2;2.5;Arbolado Viario;Indonesia, Calle;COLORES-ENTREPARQUES;Este-Alcosa-Torreblanca;Palmera Viario;;;241614.99;4143848.61;;;;;;;
Washingtonia filifera;2;2.5;Arbolado Viario;Indonesia, Calle;COLORES-ENTREPARQUES;Este-Alcosa-Torreblanca;Palmera Viario;;;241589.62;4143895.31;;;;;;;
Washingtonia filifera;2;2.5;Arbolado Viario;Indonesia, Calle;COLORES-ENTREPARQUES;Este-Alcosa-Torreblanca;Palmera Viario;;;241592.5;4143890.53;;;;;;;
Washingtonia filifera;2;2.5;Arbolado Viario;Indonesia, Calle;COLORES-ENTREPARQUES;Este-Alcosa-Torreblanca;Palmera Viario;;;241595.88;4143884.77;;;;;;;
Washingtonia filifera;2;2.5;Arbolado Viario;Indonesia, Calle;COLORES-ENTREPARQUES;Este-Alcosa-Torreblanca;Palmera Viario;;;241599.91;4143877.67;;;;;;;
Washingtonia filifera;2;2.5;Arbolado Viario;Indonesia, Calle;COLORES-ENTREPARQUES;Este-Alcosa-Torreblanca;Palmera Viario;;;241607.27;4143863.44;;;;;;;
Washingtonia filifera;2;2.5;Arbolado Viario;Indonesia, Calle;COLORES-ENTREPARQUES;Este-Alcosa-Torreblanca;Palmera Viario;;;241610.61;4143856.02;;;;;;;
Washingtonia filifera;1;1.5;Arbolado Viario;Indonesia, Calle;COLORES-ENTREPARQUES;Este-Alcosa-Torreblanca;Palmera Viario;;;241579.55;4143916.16;;;;;;;
Washingtonia filifera;1;1.5;Arbolado Viario;Indonesia, Calle;COLORES-ENTREPARQUES;Este-Alcosa-Torreblanca;Palmera Viario;;;241575.47;4143923.68;;;;;;;
Washingtonia filifera;1;1.5;Arbolado Viario;Indonesia, Calle;COLORES-ENTREPARQUES;Este-Alcosa-Torreblanca;Palmera Viario;;;241571.55;4143930.86;;;;;;;
Washingtonia filifera;1;1.5;Arbolado Viario;Indonesia, Calle;COLORES-ENTREPARQUES;Este-Alcosa-Torreblanca;Palmera Viario;;;241568.12;4143937.23;;;;;;;
Washingtonia filifera;1;1.5;Arbolado Viario;Indonesia, Calle;COLORES-ENTREPARQUES;Este-Alcosa-Torreblanca;Palmera Viario;;;241564.71;4143944.13;;;;;;;
Washingtonia filifera;1;1.5;Arbolado Viario;Indonesia, Calle;COLORES-ENTREPARQUES;Este-Alcosa-Torreblanca;Palmera Viario;;;241560.63;4143950.51;;;;;;;
Washingtonia filifera;4;7;Arbolado Viario;SAN JERONIMO;LA BACHILLERA;Norte;Palmera Viario;;;235766.01;4145295.03;;;;;;;
Washingtonia filifera;;15;Plaza o Jard°n;"PLAZA ALCALDE HORACIO
HERMOSO";TIRO DE LINEA-SANTA GENOVEVA;Sur;Palmera Viario;;;236563.56;4140095.33;;;;;;;
Washingtonia filifera;;15;Plaza o Jard°n;"PLAZA ALCALDE HORACIO
HERMOSO";TIRO DE LINEA-SANTA GENOVEVA;Sur;Palmera Viario;;;236559.96;4140094.61;;;;;;;
Washingtonia filifera;2.5;4.5;Edificios Municipales;PZ MONTE PIROLO;TRIANA OESTE;Triana;Palmera Viario;;;233742.54;4141627.74;;;;;;;
Washingtonia filifera;9;13;;"BARRIADA VILLEGAS
JARDINES PLAZA";VILLEGAS;Macarena;Palmera Viario;;;236774.01;4144602.91;;;;;;;
Washingtonia filifera;10;13;;"BARRIADA VILLEGAS
JARDINES PLAZA";VILLEGAS;Macarena;Palmera Viario;;;236758.48;4144538.96;;;;;;;
Washingtonia filifera;2;3.5;;CL MARIE CURIE;TRIANA OESTE;Triana;Palmera Viario;;;233734.82;4144190.65;;;;;;;
Washingtonia filifera;9;14;"Jardiner°a Asociada a
Viario";PZ VICENTE GALLEGO;LA PAZ-LAS GOLONDRINAS;Macarena;Palmera Viario;;;235661.39;4144770.28;;;;;;;
Washingtonia filifera;13;16;"Jardiner°a Asociada a
Viario";CL FAUSTO;LA PAZ-LAS GOLONDRINAS;Macarena;Palmera Viario;;;235633.86;4144628.69;;;;;;;
Washingtonia filifera;10;13;"Jardiner°a Asociada a
Viario";PZ ROSA DE PASION;LA PAZ-LAS GOLONDRINAS;Macarena;Palmera Viario;;;235690.56;4144837.94;;;;;;;
Washingtonia filifera;7;10;Arbolado Viario;SOLEARILLA (LA);SAN PABLO A Y B;San Pablo-Santa Justa;Palmera Viario;;;237355.25;4142381.86;;;;;;;
Washingtonia filifera;8;10;;;TABLADA;Los Remedios;Palmera Viario;;;233957.06;4140011.71;;;;;;;
Washingtonia filifera;8;9;;;TABLADA;Los Remedios;Palmera Viario;;;233963.47;4140010.43;;;;;;;
Washingtonia filifera;8;9;;;TABLADA;Los Remedios;Palmera Viario;;;233959.84;4140007.23;;;;;;;
Washingtonia filifera;8;9;;;TABLADA;Los Remedios;Palmera Viario;;;233964.54;4140003.6;;;;;;;
